Prompt: E = 4.29288, Time = 2025-08-30 03:06:38.6
Prompt: E = 3.92837, Time = 2025-10-04 05:44:43.0
Delayed: E = 2.2184, Time = 2025-10-04 05:44:43.0
Prompt: E = 2.77956, Time = 2025-10-04 06:02:56.7
Delayed: E = 2.21387, Time = 2025-10-04 06:02:56.7
Prompt: E = 4.82799, Time = 2025-10-04 06:18:47.1
Delayed: E = 2.1701, Time = 2025-10-04 06:18:47.1
Prompt: E = 4.81095, Time = 2025-10-04 07:09:43.7
Delayed: E = 2.24024, Time = 2025-10-04 07:09:43.7
Prompt: E = 2.88182, Time = 2025-10-04 10:20:28.4
Delayed: E = 2.18765, Time = 2025-10-04 10:20:28.4
Prompt: E = 4.69208, Time = 2025-10-04 10:29:29.6
Delayed: E = 2.28125, Time = 2025-10-04 10:29:29.6
Prompt: E = 1.2902, Time = 2025-10-04 11:03:10.7
Delayed: E = 2.31314, Time = 2025-10-04 11:03:10.7
Prompt: E = 1.65735, Time = 2025-10-04 11:48:14.8
Delayed: E = 2.20834, Time = 2025-10-04 11:48:14.8
Prompt: E = 4.41063, Time = 2025-10-04 11:50:14.9
Delayed: E = 2.27907, Time = 2025-10-04 11:50:14.9
Prompt: E = 4.72667, Time = 2025-10-04 13:43:27.0
Delayed: E = 2.27717, Time = 2025-10-04 13:43:27.0
Prompt: E = 5.04787, Time = 2025-10-04 14:58:17.9
Delayed: E = 2.23018, Time = 2025-10-04 14:58:17.9
Prompt: E = 1.35629, Time = 2025-10-04 15:21:58.8
Delayed: E = 2.29572, Time = 2025-10-04 15:21:58.8
Prompt: E = 3.0553, Time = 2025-10-04 15:46:31.7
Delayed: E = 2.25891, Time = 2025-10-04 15:46:31.7
Prompt: E = 2.16682, Time = 2025-10-04 17:35:19.2
Delayed: E = 2.29372, Time = 2025-10-04 17:35:19.2
Prompt: E = 2.11144, Time = 2025-10-04 17:43:29.4
Delayed: E = 2.22442, Time = 2025-10-04 17:43:29.4
Prompt: E = 1.71462, Time = 2025-10-04 17:54:55.6
Delayed: E = 2.23724, Time = 2025-10-04 17:54:55.6
Prompt: E = 0.952669, Time = 2025-10-04 17:57:53.2
Delayed: E = 2.17547, Time = 2025-10-04 17:57:53.2
Prompt: E = 4.28472, Time = 2025-10-04 18:02:23.1
Delayed: E = 2.29177, Time = 2025-10-04 18:02:23.1
Prompt: E = 1.56735, Time = 2025-10-04 18:26:02.8
Delayed: E = 2.24585, Time = 2025-10-04 18:26:02.8
Prompt: E = 4.4237, Time = 2025-10-04 18:33:54.5
Delayed: E = 2.27734, Time = 2025-10-04 18:33:54.5
Prompt: E = 2.72908, Time = 2025-10-04 18:40:48.1
Delayed: E = 2.14395, Time = 2025-10-04 18:40:48.1
Prompt: E = 3.52273, Time = 2025-10-04 18:43:53.0
Delayed: E = 2.18163, Time = 2025-10-04 18:43:53.0
Prompt: E = 6.77286, Time = 2025-10-04 19:17:14.3
Delayed: E = 2.23536, Time = 2025-10-04 19:17:14.3
Prompt: E = 3.90733, Time = 2025-10-04 19:18:03.9
Delayed: E = 2.2345, Time = 2025-10-04 19:18:03.9
Prompt: E = 1.1357, Time = 2025-10-04 19:27:12.7
Delayed: E = 2.0648, Time = 2025-10-04 19:27:12.7
Prompt: E = 1.32581, Time = 2025-10-04 19:28:47.8
Delayed: E = 2.21755, Time = 2025-10-04 19:28:47.8
Prompt: E = 5.93929, Time = 2025-10-04 20:09:15.2
Delayed: E = 2.31919, Time = 2025-10-04 20:09:15.2
Prompt: E = 1.23641, Time = 2025-10-04 20:26:00.9
Delayed: E = 2.19329, Time = 2025-10-04 20:26:00.9
Prompt: E = 5.46987, Time = 2025-10-04 21:04:21.1
Delayed: E = 2.18957, Time = 2025-10-04 21:04:21.1
Prompt: E = 4.68769, Time = 2025-10-04 21:39:41.8
Delayed: E = 2.30659, Time = 2025-10-04 21:39:41.8
Prompt: E = 7.79685, Time = 2025-10-04 22:22:41.4
Delayed: E = 2.1706, Time = 2025-10-04 22:22:41.4
Prompt: E = 3.14924, Time = 2025-10-04 22:33:50.0
Delayed: E = 2.24632, Time = 2025-10-04 22:33:50.0
Prompt: E = 5.76981, Time = 2025-10-04 22:43:11.5
Delayed: E = 2.20451, Time = 2025-10-04 22:43:11.5
Prompt: E = 5.20175, Time = 2025-10-05 02:08:27.2
Delayed: E = 2.25379, Time = 2025-10-05 02:08:27.2
Prompt: E = 4.92196, Time = 2025-10-05 02:11:37.8
Delayed: E = 2.24307, Time = 2025-10-05 02:11:37.8
Prompt: E = 2.72827, Time = 2025-10-05 02:14:41.5
Delayed: E = 2.23579, Time = 2025-10-05 02:14:41.5
Prompt: E = 4.11548, Time = 2025-10-05 05:40:25.0
Delayed: E = 2.21073, Time = 2025-10-05 05:40:25.0
Prompt: E = 1.50949, Time = 2025-10-05 06:14:18.2
Delayed: E = 2.1636, Time = 2025-10-05 06:14:18.2
Prompt: E = 3.39787, Time = 2025-10-05 06:14:29.2
Delayed: E = 2.30245, Time = 2025-10-05 06:14:29.2
Prompt: E = 5.82636, Time = 2025-10-05 06:37:13.0
Delayed: E = 2.22667, Time = 2025-10-05 06:37:13.0
Prompt: E = 4.58331, Time = 2025-10-05 07:15:34.9
Delayed: E = 2.14167, Time = 2025-10-05 07:15:34.9
Prompt: E = 2.24489, Time = 2025-10-05 07:32:22.6
Delayed: E = 2.27473, Time = 2025-10-05 07:32:22.6
Prompt: E = 10.2371, Time = 2025-10-05 08:26:51.1
Delayed: E = 2.24044, Time = 2025-10-05 08:26:51.1
Prompt: E = 3.22619, Time = 2025-10-05 09:16:07.4
Delayed: E = 2.17426, Time = 2025-10-05 09:16:07.4
Prompt: E = 5.1601, Time = 2025-10-05 09:38:35.7
Delayed: E = 2.23995, Time = 2025-10-05 09:38:35.7
Prompt: E = 5.61128, Time = 2025-10-05 10:52:47.9
Delayed: E = 2.24444, Time = 2025-10-05 10:52:47.9
Prompt: E = 6.06804, Time = 2025-10-05 11:05:19.6
Delayed: E = 2.26201, Time = 2025-10-05 11:05:19.6
Prompt: E = 5.7659, Time = 2025-10-05 11:47:47.5
Delayed: E = 2.21258, Time = 2025-10-05 11:47:47.5
Prompt: E = 3.72474, Time = 2025-10-05 12:14:22.5
Delayed: E = 2.21432, Time = 2025-10-05 12:14:22.5
Prompt: E = 2.26772, Time = 2025-10-05 12:47:49.0
Delayed: E = 2.25551, Time = 2025-10-05 12:47:49.0
Prompt: E = 2.87037, Time = 2025-10-05 13:28:48.5
Delayed: E = 2.17933, Time = 2025-10-05 13:28:48.5
Prompt: E = 6.08245, Time = 2025-10-05 14:19:41.6
Delayed: E = 2.27243, Time = 2025-10-05 14:19:41.6
Prompt: E = 2.34077, Time = 2025-10-05 14:25:25.2
Delayed: E = 2.26747, Time = 2025-10-05 14:25:25.2
Prompt: E = 5.99493, Time = 2025-10-05 14:28:05.6
Delayed: E = 2.1232, Time = 2025-10-05 14:28:05.6
Prompt: E = 4.84558, Time = 2025-10-05 14:40:48.5
Delayed: E = 2.28399, Time = 2025-10-05 14:40:48.5
Prompt: E = 5.14347, Time = 2025-10-05 14:41:37.4
Delayed: E = 2.26719, Time = 2025-10-05 14:41:37.4
Prompt: E = 5.41333, Time = 2025-10-05 16:07:51.5
Delayed: E = 2.20649, Time = 2025-10-05 16:07:51.5
Prompt: E = 4.03064, Time = 2025-10-05 16:32:42.5
Delayed: E = 2.26339, Time = 2025-10-05 16:32:42.5
Prompt: E = 4.28912, Time = 2025-10-05 16:56:36.1
Delayed: E = 2.24335, Time = 2025-10-05 16:56:36.1
Prompt: E = 6.18596, Time = 2025-10-05 17:42:04.0
Delayed: E = 2.18629, Time = 2025-10-05 17:42:04.0
Prompt: E = 4.72629, Time = 2025-10-05 17:49:34.3
Delayed: E = 2.22299, Time = 2025-10-05 17:49:34.3
Prompt: E = 2.24922, Time = 2025-10-05 19:34:53.3
Delayed: E = 2.28465, Time = 2025-10-05 19:34:53.3
Prompt: E = 3.79363, Time = 2025-10-05 20:17:41.9
Delayed: E = 2.23507, Time = 2025-10-05 20:17:41.9
Prompt: E = 3.83111, Time = 2025-10-05 20:25:56.3
Delayed: E = 2.24565, Time = 2025-10-05 20:25:56.3
Prompt: E = 5.29271, Time = 2025-10-05 20:28:32.4
Delayed: E = 2.27896, Time = 2025-10-05 20:28:32.4
Prompt: E = 6.46283, Time = 2025-10-05 20:28:32.8
Delayed: E = 2.21414, Time = 2025-10-05 20:28:32.8
Prompt: E = 6.28992, Time = 2025-10-05 20:50:04.1
Delayed: E = 2.2493, Time = 2025-10-05 20:50:04.1
Prompt: E = 2.28359, Time = 2025-10-05 20:57:37.5
Delayed: E = 2.29428, Time = 2025-10-05 20:57:37.5
Prompt: E = 2.93437, Time = 2025-10-06 00:42:18.2
Delayed: E = 2.3795, Time = 2025-10-06 00:42:18.2
Prompt: E = 2.80354, Time = 2025-10-06 01:28:14.7
Delayed: E = 2.32962, Time = 2025-10-06 01:28:14.7
Prompt: E = 1.49525, Time = 2025-10-06 02:09:18.8
Delayed: E = 2.29166, Time = 2025-10-06 02:09:18.8
Prompt: E = 7.22678, Time = 2025-10-06 03:11:35.5
Delayed: E = 2.21678, Time = 2025-10-06 03:11:35.5
Prompt: E = 6.03219, Time = 2025-10-06 04:06:14.0
Delayed: E = 2.19736, Time = 2025-10-06 04:06:14.0
Prompt: E = 6.28918, Time = 2025-10-06 04:14:38.3
Delayed: E = 2.22207, Time = 2025-10-06 04:14:38.3
Prompt: E = 5.38118, Time = 2025-10-06 04:39:51.6
Delayed: E = 2.25064, Time = 2025-10-06 04:39:51.6
Prompt: E = 2.27298, Time = 2025-10-06 04:46:36.7
Delayed: E = 2.23892, Time = 2025-10-06 04:46:36.7
Prompt: E = 1.30194, Time = 2025-10-06 04:50:39.3
Delayed: E = 2.29126, Time = 2025-10-06 04:50:39.3
Prompt: E = 4.38552, Time = 2025-10-06 05:06:47.5
Delayed: E = 2.25282, Time = 2025-10-06 05:06:47.5
Prompt: E = 7.69517, Time = 2025-10-06 06:17:08.5
Delayed: E = 2.29611, Time = 2025-10-06 06:17:08.5
Prompt: E = 5.05533, Time = 2025-10-06 06:37:54.2
Delayed: E = 2.26679, Time = 2025-10-06 06:37:54.2
Prompt: E = 1.18848, Time = 2025-10-06 07:31:35.2
Delayed: E = 2.25185, Time = 2025-10-06 07:31:35.2
Prompt: E = 7.35246, Time = 2025-10-06 07:46:06.4
Delayed: E = 2.28461, Time = 2025-10-06 07:46:06.4
Prompt: E = 1.60093, Time = 2025-10-06 07:51:25.6
Delayed: E = 2.20644, Time = 2025-10-06 07:51:25.6
Prompt: E = 3.29624, Time = 2025-10-06 08:46:56.3
Delayed: E = 2.18625, Time = 2025-10-06 08:46:56.3
Prompt: E = 1.44046, Time = 2025-10-06 08:56:33.0
Delayed: E = 2.17557, Time = 2025-10-06 08:56:33.0
Prompt: E = 1.39655, Time = 2025-10-06 09:02:28.7
Delayed: E = 2.2406, Time = 2025-10-06 09:02:28.7
Prompt: E = 3.53952, Time = 2025-10-06 09:30:23.4
Delayed: E = 2.23465, Time = 2025-10-06 09:30:23.4
Prompt: E = 5.22045, Time = 2025-10-06 09:31:39.1
Delayed: E = 2.25402, Time = 2025-10-06 09:31:39.1
Prompt: E = 1.76339, Time = 2025-10-06 10:40:34.6
Delayed: E = 2.21002, Time = 2025-10-06 10:40:34.6
Prompt: E = 3.36932, Time = 2025-10-06 11:29:31.6
Delayed: E = 2.18163, Time = 2025-10-06 11:29:31.6
Prompt: E = 1.23945, Time = 2025-10-06 11:32:32.4
Delayed: E = 2.32459, Time = 2025-10-06 11:32:32.4
Prompt: E = 2.11035, Time = 2025-10-06 12:06:00.5
Delayed: E = 2.43993, Time = 2025-10-06 12:06:00.5
Prompt: E = 1.25059, Time = 2025-10-06 13:46:06.2
Delayed: E = 2.22559, Time = 2025-10-06 13:46:06.2
Prompt: E = 3.48802, Time = 2025-10-06 14:23:32.1
Delayed: E = 2.17745, Time = 2025-10-06 14:23:32.1
Prompt: E = 3.87427, Time = 2025-10-06 14:27:08.6
Delayed: E = 2.15379, Time = 2025-10-06 14:27:08.6
Prompt: E = 5.50327, Time = 2025-10-06 14:57:04.6
Delayed: E = 2.20193, Time = 2025-10-06 14:57:04.6
Prompt: E = 5.11054, Time = 2025-10-06 15:32:01.3
Delayed: E = 2.26252, Time = 2025-10-06 15:32:01.3
Prompt: E = 2.05707, Time = 2025-10-06 17:04:52.7
Delayed: E = 2.19392, Time = 2025-10-06 17:04:52.7
Prompt: E = 5.30322, Time = 2025-10-06 17:41:55.9
Delayed: E = 2.29026, Time = 2025-10-06 17:41:55.9
Prompt: E = 2.94738, Time = 2025-10-06 17:53:51.9
Delayed: E = 2.36122, Time = 2025-10-06 17:53:51.9
Prompt: E = 4.64132, Time = 2025-10-06 18:29:29.3
Delayed: E = 2.23944, Time = 2025-10-06 18:29:29.3
Prompt: E = 4.69092, Time = 2025-10-06 18:30:17.2
Delayed: E = 2.1836, Time = 2025-10-06 18:30:17.2
Prompt: E = 5.24893, Time = 2025-10-06 18:44:43.8
Delayed: E = 2.27131, Time = 2025-10-06 18:44:43.8
Prompt: E = 2.7862, Time = 2025-10-06 18:58:20.4
Delayed: E = 2.40552, Time = 2025-10-06 18:58:20.4
Prompt: E = 4.09399, Time = 2025-10-06 19:34:11.2
Delayed: E = 2.14385, Time = 2025-10-06 19:34:11.2
Prompt: E = 3.17387, Time = 2025-10-06 19:36:10.3
Delayed: E = 2.34894, Time = 2025-10-06 19:36:10.3
Prompt: E = 1.25566, Time = 2025-10-06 19:48:50.1
Delayed: E = 2.35085, Time = 2025-10-06 19:48:50.1
Prompt: E = 5.5256, Time = 2025-10-06 19:49:10.5
Delayed: E = 2.17291, Time = 2025-10-06 19:49:10.5
Prompt: E = 3.40001, Time = 2025-10-06 19:52:00.3
Delayed: E = 2.22901, Time = 2025-10-06 19:52:00.3
Prompt: E = 4.02451, Time = 2025-10-06 19:57:24.4
Delayed: E = 2.14792, Time = 2025-10-06 19:57:24.4
Prompt: E = 6.95736, Time = 2025-10-06 20:05:23.7
Delayed: E = 2.25049, Time = 2025-10-06 20:05:23.7
Prompt: E = 4.29092, Time = 2025-10-06 21:12:26.1
Delayed: E = 2.24692, Time = 2025-10-06 21:12:26.1
Prompt: E = 5.32795, Time = 2025-10-06 21:50:03.5
Delayed: E = 2.36587, Time = 2025-10-06 21:50:03.5
Prompt: E = 3.77083, Time = 2025-10-07 00:29:49.4
Delayed: E = 2.25877, Time = 2025-10-07 00:29:49.4
Prompt: E = 3.21493, Time = 2025-10-07 00:30:05.6
Delayed: E = 2.14272, Time = 2025-10-07 00:30:05.6
Prompt: E = 5.13494, Time = 2025-10-07 01:11:56.0
Delayed: E = 2.22566, Time = 2025-10-07 01:11:56.0
Prompt: E = 1.24399, Time = 2025-10-07 01:20:14.7
Delayed: E = 2.24719, Time = 2025-10-07 01:20:14.7
Prompt: E = 4.55584, Time = 2025-10-07 02:46:15.0
Delayed: E = 2.22735, Time = 2025-10-07 02:46:15.0
Prompt: E = 3.2863, Time = 2025-10-07 03:21:55.3
Delayed: E = 2.27805, Time = 2025-10-07 03:21:55.3
Prompt: E = 5.91413, Time = 2025-10-07 04:32:31.0
Delayed: E = 2.22885, Time = 2025-10-07 04:32:31.0
Prompt: E = 6.7211, Time = 2025-10-07 04:45:14.7
Delayed: E = 2.2009, Time = 2025-10-07 04:45:14.7
Prompt: E = 5.51747, Time = 2025-10-07 05:36:13.0
Delayed: E = 2.2625, Time = 2025-10-07 05:36:13.0
Prompt: E = 4.8801, Time = 2025-10-07 05:37:45.2
Delayed: E = 2.34077, Time = 2025-10-07 05:37:45.2
Prompt: E = 1.55112, Time = 2025-10-07 06:15:14.8
Delayed: E = 2.13716, Time = 2025-10-07 06:15:14.8
Prompt: E = 2.12539, Time = 2025-10-07 08:44:05.1
Delayed: E = 2.29786, Time = 2025-10-07 08:44:05.1
Prompt: E = 7.391, Time = 2025-10-07 09:18:39.9
Delayed: E = 2.27205, Time = 2025-10-07 09:18:39.9
Prompt: E = 5.11224, Time = 2025-10-07 09:31:48.8
Delayed: E = 2.31155, Time = 2025-10-07 09:31:48.8
Prompt: E = 9.3004, Time = 2025-10-07 09:54:02.6
Delayed: E = 2.24199, Time = 2025-10-07 09:54:02.6
Prompt: E = 5.80065, Time = 2025-10-07 10:03:51.8
Delayed: E = 2.22726, Time = 2025-10-07 10:03:51.8
Prompt: E = 6.51694, Time = 2025-10-07 11:01:52.7
Delayed: E = 2.32891, Time = 2025-10-07 11:01:52.7
Prompt: E = 5.24427, Time = 2025-10-07 11:09:51.7
Delayed: E = 2.28369, Time = 2025-10-07 11:09:51.7
Prompt: E = 4.73854, Time = 2025-10-07 11:42:35.7
Delayed: E = 2.16568, Time = 2025-10-07 11:42:35.7
Prompt: E = 5.15065, Time = 2025-10-07 11:56:45.1
Delayed: E = 2.31622, Time = 2025-10-07 11:56:45.1
Prompt: E = 5.13089, Time = 2025-10-07 12:20:53.5
Delayed: E = 2.18038, Time = 2025-10-07 12:20:53.5
Prompt: E = 2.74822, Time = 2025-10-07 12:31:45.2
Delayed: E = 2.19147, Time = 2025-10-07 12:31:45.2
Prompt: E = 4.20772, Time = 2025-10-07 12:47:51.7
Delayed: E = 2.25069, Time = 2025-10-07 12:47:51.7
Prompt: E = 3.13436, Time = 2025-10-07 12:55:27.9
Delayed: E = 2.31387, Time = 2025-10-07 12:55:27.9
Prompt: E = 4.27082, Time = 2025-10-07 13:31:24.6
Delayed: E = 2.35507, Time = 2025-10-07 13:31:24.6
Prompt: E = 2.78228, Time = 2025-10-07 13:38:18.1
Delayed: E = 2.29072, Time = 2025-10-07 13:38:18.1
Prompt: E = 1.30557, Time = 2025-10-07 13:53:23.6
Delayed: E = 2.38773, Time = 2025-10-07 13:53:23.6
Prompt: E = 3.22066, Time = 2025-10-07 15:14:29.0
Delayed: E = 2.17951, Time = 2025-10-07 15:14:29.0
Prompt: E = 2.86844, Time = 2025-10-07 15:22:41.1
Delayed: E = 2.16886, Time = 2025-10-07 15:22:41.1
Prompt: E = 2.67924, Time = 2025-10-07 15:23:24.4
Delayed: E = 2.25995, Time = 2025-10-07 15:23:24.4
Prompt: E = 6.42315, Time = 2025-10-07 15:25:37.1
Delayed: E = 2.16471, Time = 2025-10-07 15:25:37.1
Prompt: E = 1.44636, Time = 2025-10-07 15:28:15.8
Delayed: E = 2.33711, Time = 2025-10-07 15:28:15.8
Prompt: E = 1.94414, Time = 2025-10-07 16:25:30.4
Delayed: E = 2.22758, Time = 2025-10-07 16:25:30.4
Prompt: E = 3.07836, Time = 2025-10-07 16:33:18.1
Delayed: E = 2.20465, Time = 2025-10-07 16:33:18.1
Prompt: E = 8.69274, Time = 2025-10-07 17:02:50.9
Delayed: E = 2.3118, Time = 2025-10-07 17:02:50.9
Prompt: E = 5.25359, Time = 2025-10-07 17:38:47.2
Delayed: E = 2.34239, Time = 2025-10-07 17:38:47.2
Prompt: E = 1.7035, Time = 2025-10-07 19:06:57.2
Delayed: E = 2.20216, Time = 2025-10-07 19:06:57.2
Prompt: E = 1.4784, Time = 2025-10-07 19:46:55.6
Delayed: E = 2.17748, Time = 2025-10-07 19:46:55.6
Prompt: E = 3.96592, Time = 2025-10-07 20:11:27.5
Delayed: E = 2.12651, Time = 2025-10-07 20:11:27.5
Prompt: E = 5.83616, Time = 2025-10-07 20:32:23.7
Delayed: E = 2.25077, Time = 2025-10-07 20:32:23.7
Prompt: E = 4.66569, Time = 2025-10-07 21:38:04.8
Delayed: E = 2.30575, Time = 2025-10-07 21:38:04.8
Prompt: E = 4.12316, Time = 2025-10-08 01:09:12.7
Delayed: E = 2.26497, Time = 2025-10-08 01:09:12.7
Prompt: E = 6.72952, Time = 2025-10-08 01:59:38.4
Delayed: E = 2.19682, Time = 2025-10-08 01:59:38.4
Prompt: E = 5.45999, Time = 2025-10-08 02:08:52.6
Delayed: E = 2.24035, Time = 2025-10-08 02:08:52.6
Prompt: E = 3.72114, Time = 2025-10-08 02:24:45.7
Delayed: E = 2.23862, Time = 2025-10-08 02:24:45.7
Prompt: E = 2.77783, Time = 2025-10-08 02:52:55.8
Delayed: E = 2.27109, Time = 2025-10-08 02:52:55.8
Prompt: E = 4.74736, Time = 2025-10-08 04:59:30.9
Delayed: E = 2.33649, Time = 2025-10-08 04:59:30.9
Prompt: E = 3.98599, Time = 2025-10-08 06:01:56.1
Delayed: E = 2.15263, Time = 2025-10-08 06:01:56.1
Prompt: E = 3.81627, Time = 2025-10-08 06:07:44.6
Delayed: E = 2.17802, Time = 2025-10-08 06:07:44.6
Prompt: E = 6.03777, Time = 2025-10-08 06:12:43.0
Delayed: E = 2.20823, Time = 2025-10-08 06:12:43.0
Prompt: E = 5.4796, Time = 2025-10-08 06:12:43.1
Delayed: E = 2.28193, Time = 2025-10-08 06:12:43.1
Prompt: E = 4.44789, Time = 2025-10-08 06:33:49.0
Delayed: E = 2.23581, Time = 2025-10-08 06:33:49.0
Prompt: E = 3.1423, Time = 2025-10-08 07:06:40.2
Delayed: E = 2.26579, Time = 2025-10-08 07:06:40.2
Prompt: E = 5.76392, Time = 2025-10-08 07:49:27.9
Delayed: E = 2.21786, Time = 2025-10-08 07:49:27.9
Prompt: E = 3.94736, Time = 2025-10-08 08:02:22.2
Delayed: E = 2.14909, Time = 2025-10-08 08:02:22.2
Prompt: E = 6.12195, Time = 2025-10-08 08:06:39.2
Delayed: E = 2.32242, Time = 2025-10-08 08:06:39.2
Prompt: E = 4.84672, Time = 2025-10-08 08:18:25.5
Delayed: E = 2.29614, Time = 2025-10-08 08:18:25.5
Prompt: E = 2.73567, Time = 2025-10-08 08:38:35.2
Delayed: E = 2.1562, Time = 2025-10-08 08:38:35.2
Prompt: E = 4.61338, Time = 2025-10-08 09:48:50.3
Delayed: E = 2.29472, Time = 2025-10-08 09:48:50.3
Prompt: E = 3.892, Time = 2025-10-08 10:18:07.6
Delayed: E = 2.2615, Time = 2025-10-08 10:18:07.6
Prompt: E = 4.10731, Time = 2025-10-08 10:19:19.8
Delayed: E = 2.30428, Time = 2025-10-08 10:19:19.8
Prompt: E = 4.37454, Time = 2025-10-08 11:13:32.8
Delayed: E = 2.15565, Time = 2025-10-08 11:13:32.8
Prompt: E = 4.31594, Time = 2025-10-08 13:25:23.9
Delayed: E = 2.11545, Time = 2025-10-08 13:25:23.9
Prompt: E = 3.23408, Time = 2025-10-08 14:16:03.0
Delayed: E = 2.09029, Time = 2025-10-08 14:16:03.0
Prompt: E = 3.74051, Time = 2025-10-08 14:37:33.6
Delayed: E = 2.33758, Time = 2025-10-08 14:37:33.6
Prompt: E = 4.13844, Time = 2025-10-08 15:09:32.1
Delayed: E = 2.27206, Time = 2025-10-08 15:09:32.1
Prompt: E = 4.32435, Time = 2025-10-08 15:31:16.8
Delayed: E = 2.28953, Time = 2025-10-08 15:31:16.8
Prompt: E = 5.16049, Time = 2025-10-08 15:57:51.1
Delayed: E = 2.10933, Time = 2025-10-08 15:57:51.1
Prompt: E = 6.84102, Time = 2025-10-08 17:37:51.3
Delayed: E = 2.27698, Time = 2025-10-08 17:37:51.3
Prompt: E = 4.0707, Time = 2025-10-08 17:52:42.1
Delayed: E = 2.26564, Time = 2025-10-08 17:52:42.1
Prompt: E = 0.980984, Time = 2025-10-08 18:30:27.7
Delayed: E = 2.11273, Time = 2025-10-08 18:30:27.7
Prompt: E = 2.98475, Time = 2025-10-08 18:32:40.3
Delayed: E = 2.32201, Time = 2025-10-08 18:32:40.3
Prompt: E = 4.44562, Time = 2025-10-08 19:30:03.4
Delayed: E = 2.18212, Time = 2025-10-08 19:30:03.4
Prompt: E = 1.11194, Time = 2025-10-08 19:44:09.8
Delayed: E = 2.45573, Time = 2025-10-08 19:44:09.8
Prompt: E = 3.86818, Time = 2025-10-08 19:55:07.2
Delayed: E = 2.30547, Time = 2025-10-08 19:55:07.2
Prompt: E = 3.72851, Time = 2025-10-08 21:41:38.3
Delayed: E = 2.24807, Time = 2025-10-08 21:41:38.3
Prompt: E = 3.4209, Time = 2025-10-09 00:17:56.9
Delayed: E = 2.27964, Time = 2025-10-09 00:17:56.9
Prompt: E = 1.29893, Time = 2025-10-09 02:56:49.2
Delayed: E = 2.23374, Time = 2025-10-09 02:56:49.2
Prompt: E = 1.93022, Time = 2025-10-09 03:11:39.2
Delayed: E = 2.27858, Time = 2025-10-09 03:11:39.2
Prompt: E = 3.26341, Time = 2025-10-09 03:14:22.6
Delayed: E = 2.2, Time = 2025-10-09 03:14:22.6
Prompt: E = 5.1101, Time = 2025-10-09 03:18:13.7
Delayed: E = 2.29098, Time = 2025-10-09 03:18:13.7
Prompt: E = 5.96743, Time = 2025-10-09 03:33:49.2
Delayed: E = 2.28893, Time = 2025-10-09 03:33:49.2
Prompt: E = 5.53881, Time = 2025-10-09 05:04:40.6
Delayed: E = 2.19657, Time = 2025-10-09 05:04:40.6
Prompt: E = 5.60721, Time = 2025-10-09 06:22:44.9
Delayed: E = 2.32867, Time = 2025-10-09 06:22:44.9
Prompt: E = 5.14762, Time = 2025-10-09 06:39:12.3
Delayed: E = 2.29001, Time = 2025-10-09 06:39:12.3
Prompt: E = 6.16832, Time = 2025-10-09 06:42:43.2
Delayed: E = 2.32931, Time = 2025-10-09 06:42:43.2
Prompt: E = 4.3735, Time = 2025-10-09 07:07:37.9
Delayed: E = 2.23027, Time = 2025-10-09 07:07:37.9
Prompt: E = 7.40143, Time = 2025-10-09 07:18:01.2
Delayed: E = 2.17332, Time = 2025-10-09 07:18:01.2
Prompt: E = 4.92381, Time = 2025-10-09 07:22:15.6
Delayed: E = 2.30115, Time = 2025-10-09 07:22:15.6
Prompt: E = 2.86028, Time = 2025-10-09 07:29:41.5
Delayed: E = 2.28839, Time = 2025-10-09 07:29:41.5
Prompt: E = 1.70479, Time = 2025-10-09 07:43:30.5
Delayed: E = 2.29868, Time = 2025-10-09 07:43:30.5
Prompt: E = 4.51833, Time = 2025-10-09 09:08:56.0
Delayed: E = 2.28949, Time = 2025-10-09 09:08:56.0
Prompt: E = 1.10677, Time = 2025-10-09 10:06:29.7
Delayed: E = 2.18983, Time = 2025-10-09 10:06:29.7
Prompt: E = 4.78292, Time = 2025-10-09 10:27:16.9
Delayed: E = 2.22099, Time = 2025-10-09 10:27:16.9
Prompt: E = 5.12128, Time = 2025-10-09 10:44:53.0
Delayed: E = 2.30439, Time = 2025-10-09 10:44:53.0
Prompt: E = 1.3469, Time = 2025-10-09 12:26:46.1
Delayed: E = 2.17625, Time = 2025-10-09 12:26:46.1
Prompt: E = 7.43396, Time = 2025-10-09 14:04:59.7
Delayed: E = 2.31528, Time = 2025-10-09 14:04:59.7
Prompt: E = 7.48921, Time = 2025-10-09 14:14:51.2
Delayed: E = 2.32897, Time = 2025-10-09 14:14:51.2
Prompt: E = 1.18794, Time = 2025-10-09 14:18:09.1
Delayed: E = 2.19589, Time = 2025-10-09 14:18:09.1
Prompt: E = 5.23097, Time = 2025-10-09 14:21:48.9
Delayed: E = 2.18671, Time = 2025-10-09 14:21:48.9
Prompt: E = 1.71055, Time = 2025-10-09 14:46:15.4
Delayed: E = 2.34741, Time = 2025-10-09 14:46:15.4
Prompt: E = 1.82978, Time = 2025-10-09 14:54:40.0
Delayed: E = 2.34759, Time = 2025-10-09 14:54:40.0
Prompt: E = 4.88379, Time = 2025-10-09 15:52:18.1
Delayed: E = 2.20847, Time = 2025-10-09 15:52:18.1
Prompt: E = 4.90828, Time = 2025-10-09 17:00:54.7
Delayed: E = 2.29248, Time = 2025-10-09 17:00:54.7
Prompt: E = 1.2046, Time = 2025-10-09 18:05:02.8
Delayed: E = 2.18466, Time = 2025-10-09 18:05:02.8
